page,id_deputy,idLegislature,name,party,uf
106,133934,49,PAULO HARTUNG,PSDB,ES
106,141517,54,PAULO HENRIQUE LUSTOSA,PP**,CE
106,141517,53,PAULO HENRIQUE LUSTOSA,PMDB,CE
106,141517,55,PAULO HENRIQUE LUSTOSA,PP,CE
106,74755,50,PAULO HESLANDER,PTB,MG
106,74755,49,PAULO HESLANDER,PTB,MG
106,73485,51,PAULO JOSÉ GOUVÊA,PL*,RS
106,74791,51,PAULO KOBAYASHI,PSDB,SP
106,74791,52,PAULO KOBAYASHI,PSDB,SP
106,131096,39,PAULO LAURO,PPS,SP
106,131096,41,PAULO LAURO,PPS,SP
106,131096,42,PAULO LAURO,PSP,SP
106,73829,51,PAULO LESSA,PPB,RJ
106,73555,51,PAULO LIMA,PMDB,SP
106,73555,53,PAULO LIMA,PMDB,SP
106,73555,49,PAULO LIMA,PFL,SP
106,73555,50,PAULO LIMA,PFL,SP
106,73555,52,PAULO LIMA,PMDB,SP
106,74239,46,PAULO LUSTOSA,ARENA,CE
106,74239,47,PAULO LUSTOSA,PDS,CE
106,74239,50,PAULO LUSTOSA,PPB,CE
106,139332,42,PAULO MACARINI,MDB*,SC
106,139332,43,PAULO MACARINI,MDB*,SC
106,139332,48,PAULO MACARINI,PMDB,SC
106,131336,43,PAULO MACIEL,ARENA,PE
106,74574,55,PAULO MAGALHÃES,PSD,BA
106,74574,53,PAULO MAGALHÃES,DEM,BA
106,74574,54,PAULO MAGALHÃES,PSD,BA
106,74574,52,PAULO MAGALHÃES,PFL,BA
106,74574,56,PAULO MAGALHÃES,PSD,BA
106,74574,51,PAULO MAGALHÃES,PFL,BA
106,132056,53,PAULO MALUF,PP**,SP
106,132056,55,PAULO MALUF,PP,SP
106,132056,54,PAULO MALUF,PP**,SP
106,132056,47,PAULO MALUF,PDS,SP
106,73849,49,PAULO MANDARINO,PT,GO
106,131095,42,PAULO MANSUR,PTB,SP
106,130456,39,PAULO MARANHÃO,UDN,PA
106,130456,35,PAULO MARANHÃO,UDN,PA
106,130456,33,PAULO MARANHÃO,UDN,PA
106,130456,34,PAULO MARANHÃO,UDN,PA
106,74448,49,PAULO MARINHO,PSC,MA
106,74448,52,PAULO MARINHO,PL*,MA
106,74448,51,PAULO MARINHO,PFL,MA
106,128760,54,PAULO MARINHO JUNIOR,PMDB,MA
106,139333,48,PAULO MARQUES,PFL,PE
106,132053,47,PAULO MARQUES,PMDB,PR
106,132053,45,PAULO MARQUES,MDB*,PR
106,132053,46,PAULO MARQUES,PMDB,PR
106,193726,55,PAULO MARTINS,PSDB,PR
106,132052,47,PAULO MELRO,PDS,SC
106,1515,48,PAULO MENICUCCI,PMDB,MG
106,139334,47,PAULO MINCARONE,PMDB,RS
106,139334,42,PAULO MINCARONE,PTB,RS
106,139334,48,PAULO MINCARONE,PTB,RS
106,139334,41,PAULO MINCARONE,PTB,RS
106,131097,42,PAULO MONTANS,PSD,PR
106,74192,50,PAULO MOURÃO,PSDB,TO
106,74192,51,PAULO MOURÃO,PSDB,TO
106,74192,49,PAULO MOURÃO,PDC,TO
106,74228,50,PAULO NASCIMENTO,PPB,RJ
106,3074,39,PAULO NERY,UDN,AM
106,130375,37,PAULO NOGUEIRA,NA,SP
106,132055,47,PAULO NOGUEIRA,PMDB,MT
106,130375,38,PAULO NOGUEIRA,UDN,SP
106,133904,49,PAULO NOVAES,PMDB,SP
106,74804,49,PAULO OCTÁVIO,PTB,DF
106,74804,51,PAULO OCTÁVIO,PFL,DF
106,73910,49,PAULO PAIM,PT,RS
106,73910,48,PAULO PAIM,PT,RS
106,73910,50,PAULO PAIM,PT,RS
106,73910,51,PAULO PAIM,PT,RS
106,73966,49,PAULO PEREIRA,PL*,MG
106,141518,54,PAULO PEREIRA DA SILVA,SD,SP
106,141518,53,PAULO PEREIRA DA SILVA,PDT,SP
106,141518,55,PAULO PEREIRA DA SILVA,SOLIDARIEDADE,SP
106,141518,56,PAULO PEREIRA DA SILVA,SOLIDARIEDADE,SP
106,141519,53,PAULO PIAU,PMDB,MG
106,141519,54,PAULO PIAU,PMDB,MG
106,74400,52,PAULO PIMENTA,PT,RS
106,74400,54,PAULO PIMENTA,PT,RS
106,74400,56,PAULO PIMENTA,PT,RS
106,74400,55,PAULO PIMENTA,PT,RS
106,74400,53,PAULO PIMENTA,PT,RS
106,139335,48,PAULO PIMENTEL,PFL,PR
106,139335,46,PAULO PIMENTEL,ARENA,PR
106,2658,35,PAULO PINHEIRO,NA,MG
106,133947,49,PAULO PORTUGAL,PP**,RJ
106,133968,49,PAULO RAMOS,PDT,RJ
106,3093,39,PAULO RAMOS,PTB,MA
106,133968,56,PAULO RAMOS,PDT,RJ
106,133968,48,PAULO RAMOS,PDT,RJ
106,73914,51,PAULO RANGEL,PT,BA
106,73612,52,PAULO RATTES,PSB,RJ
107,73612,53,PAULO RATTES,PMDB,RJ
107,73612,46,PAULO RATTES,PMDB,RJ
107,141520,53,PAULO RENATO SOUZA,PSDB,SP
107,73911,50,PAULO RITZEL,PMDB,RS
107,139336,48,PAULO ROBERTO,PMDB,PA
107,139337,48,PAULO ROBERTO CUNHA,PDC,GO
107,141521,53,PAULO ROBERTO PEREIRA,PTB,RS
107,74082,52,PAULO ROCHA,PT,PA
107,74082,50,PAULO ROCHA,PT,PA
107,74082,51,PAULO ROCHA,PT,PA
107,74082,53,PAULO ROCHA,PT,PA
107,74082,49,PAULO ROCHA,PT,PA
107,73870,49,PAULO ROMANO,PFL,MG
107,74047,52,PAULO RUBEM SANTIAGO,PT,PE
107,74047,53,PAULO RUBEM SANTIAGO,PDT,PE
107,74047,54,PAULO RUBEM SANTIAGO,PDT,PE
107,131099,38,PAULO SARASATE,UDN,CE
107,131099,42,PAULO SARASATE,UDN,CE
107,131099,39,PAULO SARASATE,UDN,CE
107,131099,41,PAULO SARASATE,UDN,CE
107,139338,48,PAULO SIDNEI,PMDB,TO
107,73816,49,PAULO SILVA,PSDB,PI
107,73816,48,PAULO SILVA,PSDB,PI
107,131783,45,PAULO STUDART,ARENA,CE
107,131783,46,PAULO STUDART,ARENA,CE
107,160658,54,PAULO TADEU,PT,DF
107,141488,53,PAULO TEIXEIRA,PT,SP
107,141488,56,PAULO TEIXEIRA,PT,SP
107,141488,55,PAULO TEIXEIRA,PT,SP
107,141488,54,PAULO TEIXEIRA,PT,SP
107,74083,50,PAULO TITAN,PMDB,PA
107,74083,49,PAULO TITAN,PMDB,PA
107,131784,46,PAULO TORRES,PP**,RJ
107,160593,54,PAULO WAGNER,PV,RN
107,132118,47,PAULO XAVIER,PDS,PB
107,139339,47,PAULO ZARZUR,PMDB,SP
107,139339,48,PAULO ZARZUR,PMDB,SP
107,3680,27,PEDREIRA FRANCO,NA,BA
107,73671,50,PEDRINHO ABRÃO,PTB,GO
107,73671,49,PEDRINHO ABRÃO,PTB,GO
107,131102,37,PEDRO ALEIXO,UDN,MG
107,131102,40,PEDRO ALEIXO,UDN,MG
107,131102,42,PEDRO ALEIXO,ARENA,MG
107,131102,41,PEDRO ALEIXO,UDN,MG
107,131102,36,PEDRO ALEIXO,UDN,MG
107,131101,42,PEDRO ANSCHAU,ARENA,RS
107,90201,56,PEDRO AUGUSTO BEZERRA,PTB,CE
107,73491,51,PEDRO BITTENCOURT,PFL,SC
107,4432,33,PEDRO BORGES,NA,PI
107,1825,24,PEDRO BORGES,NA,CE
107,4432,34,PEDRO BORGES,NA,PI
107,1825,25,PEDRO BORGES,NA,CE
107,131103,42,PEDRO BRAGA,UDN,MA
107,131103,40,PEDRO BRAGA,PSD,MA
107,131103,41,PEDRO BRAGA,UDN,MA
107,2845,37,PEDRO CALMON,NA,BA
107,73672,52,PEDRO CANEDO,PP**,GO
107,73672,51,PEDRO CANEDO,PSDB,GO
107,73672,50,PEDRO CANEDO,PL*,GO
107,73672,48,PEDRO CANEDO,PRN,GO
107,131476,44,PEDRO CARNEIRO,ARENA,PA
107,131715,45,PEDRO CAROLO,ARENA,SP
107,131715,46,PEDRO CAROLO,PMDB,SP
107,131104,42,PEDRO CATALÃO,PTB,BA
107,74805,51,PEDRO CELSO,PT,DF
107,139340,47,PEDRO CEOLIN,PFL,ES
107,139340,48,PEDRO CEOLIN,PFL,ES
107,74812,51,PEDRO CHAVES,PMDB,GO
107,74812,53,PEDRO CHAVES,PMDB,GO
107,74812,54,PEDRO CHAVES,PMDB,GO
107,74812,52,PEDRO CHAVES,PMDB,GO
107,74812,55,PEDRO CHAVES,MDB,GO
107,1710,24,PEDRO CHERMONT,NA,PA
107,1710,25,PEDRO CHERMONT,NA,PA
107,132060,44,PEDRO COLIN,ARENA,SC
107,132060,46,PEDRO COLIN,ARENA,SC
107,132060,47,PEDRO COLIN,PDS,SC
107,132060,45,PEDRO COLIN,ARENA,SC
107,74431,46,PEDRO CORRÊA,ARENA,PE
107,74431,51,PEDRO CORRÊA,PPB,PE
107,74431,52,PEDRO CORRÊA,PP**,PE
107,74431,49,PEDRO CORRÊA,PFL,PE
107,74431,47,PEDRO CORRÊA,PDS,PE
107,74431,50,PEDRO CORRÊA,PFL,PE
107,2492,31,PEDRO CORREIA,NA,PE
107,130149,31,PEDRO COSTA,NA,SP
107,130149,33,PEDRO COSTA,NA,SP
107,130149,32,PEDRO COSTA,NA,SP
107,178912,55,PEDRO CUNHA LIMA,PSDB,PB
107,178912,56,PEDRO CUNHA LIMA,PSDB,PB
107,2209,29,PEDRO DE CARVALHO,NA,DF
107,2209,27,PEDRO DE CARVALHO,NA,DF
107,3114,39,PEDRO DE SOUZA,PL*,PE
107,130644,40,PEDRO DINIZ,UDN,SE
107,2314,28,PEDRO DÓRIA,NA,SE
107,2408,30,PEDRO DOS REIS,NA,DF
107,4899,37,PEDRO DUTRA,PSD,MG
107,4899,38,PEDRO DUTRA,PSD,MG
107,74556,51,PEDRO EUGÊNIO,PT,PE
107,74556,53,PEDRO EUGÊNIO,PT,PE
108,74556,53,PEDRO EUGÊNIO,PT,PE
108,131786,45,PEDRO FARIA,MDB*,RJ
108,131786,43,PEDRO FARIA,MDB*,GB
108,131786,46,PEDRO FARIA,PP**,RJ
108,131786,42,PEDRO FARIA,MDB*,GB
108,131786,44,PEDRO FARIA,MDB*,GB
108,74449,54,PEDRO FERNANDES,PTB,MA
108,74449,52,PEDRO FERNANDES,PTB,MA
108,74449,55,PEDRO FERNANDES,PTB,MA
108,74449,51,PEDRO FERNANDES,PTB,MA
108,74449,53,PEDRO FERNANDES,PTB,MA
108,3929,24,PEDRO FERREIRA,NA,SC
108,2853,37,PEDRO FIRMEZA,NA,CE
108,131787,46,PEDRO GERALDO COSTA,PDS,SP
108,132058,47,PEDRO GERMANO,PDS,RS
108,132058,46,PEDRO GERMANO,PDS,RS
108,131344,43,PEDRO GONDIM,ARENA,PB
108,174314,54,PEDRO GUERRA,PSD,PR
108,74111,54,PEDRO HENRY,PP**,MT
108,74111,53,PEDRO HENRY,PP**,MT
108,74111,50,PEDRO HENRY,PSDB,MT
108,74111,52,PEDRO HENRY,PP**,MT
108,74111,51,PEDRO HENRY,PPB,MT
108,74637,50,PEDRO IRUJO,PMDB,BA
108,74637,49,PEDRO IRUJO,PRN,BA
108,74637,51,PEDRO IRUJO,PFL,BA
108,74637,52,PEDRO IRUJO,PMDB,BA
108,131788,46,PEDRO IVO,PMDB,SC
108,131788,44,PEDRO IVO,MDB*,SC
108,4827,31,PEDRO LAGO,NA,BA
108,4827,30,PEDRO LAGO,NA,BA
108,4827,28,PEDRO LAGO,NA,BA
108,4827,29,PEDRO LAGO,NA,BA
108,4827,27,PEDRO LAGO,NA,BA
108,4827,32,PEDRO LAGO,NA,BA
108,4827,37,PEDRO LAGO,NA,BA
108,131789,45,PEDRO LAURO,MDB*,PR
108,131789,46,PEDRO LAURO DOMARADZKI,PMDB,PR
108,122974,56,PEDRO LUCAS FERNANDES,PTB,MA
108,131790,46,PEDRO LUCENA,PP**,RN
108,131790,44,PEDRO LUCENA,MDB*,RN
108,131790,45,PEDRO LUCENA,MDB*,RN
108,2421,30,PEDRO LUÍS,NA,MG
108,204395,56,PEDRO LUPION,DEM,PR
108,131343,43,PEDRO MARÃO,MDB*,SP
108,131343,42,PEDRO MARÃO,MDB*,SP
108,2267,28,PEDRO MARIANI,NA,BA
108,2267,29,PEDRO MARIANI,NA,BA
108,1900,28,PEDRO MOACIR,NA,RS
108,1900,30,PEDRO MOACIR,NA,RJ
108,1900,27,PEDRO MOACIR,NA,RS
108,1900,29,PEDRO MOACIR,NA,RS
108,74207,49,PEDRO NOVAIS,PMDB,MA
108,74207,50,PEDRO NOVAIS,PMDB,MA
108,74207,51,PEDRO NOVAIS,PMDB,MA
108,74207,53,PEDRO NOVAIS,PMDB,MA
108,74207,54,PEDRO NOVAIS,PMDB,MA
108,74207,52,PEDRO NOVAIS,PMDB,MA
108,74207,47,PEDRO NOVAIS,PMDB,MA
108,122158,55,PEDRO PAULO,DEM,RJ
108,122158,54,PEDRO PAULO,PMDB,RJ
108,122158,56,PEDRO PAULO,DEM,RJ
108,73850,49,PEDRO PAVÃO,PPR,SP
108,73455,52,PEDRO PEDROSSIAN,PP**,MS
108,73455,51,PEDRO PEDROSSIAN,PPB,MS
108,1993,28,PEDRO PERNAMBUCO,NA,PE
108,1993,26,PEDRO PERNAMBUCO,NA,PE
108,1993,24,PEDRO PERNAMBUCO,NA,PE
108,1993,25,PEDRO PERNAMBUCO,NA,PE
108,1993,27,PEDRO PERNAMBUCO,NA,PE
108,4900,38,PEDRO POMAR,PSP,SP
108,4825,36,PEDRO RACHE,NA,MG
108,4825,37,PEDRO RACHE,NA,MG
108,132057,47,PEDRO SAMPAIO,PMDB,PR
108,132057,46,PEDRO SAMPAIO,MDB*,PR
108,133849,49,PEDRO TASSIS,PMDB,MG
108,73799,49,PEDRO TONELLI,PT,PR
108,160604,55,PEDRO UCZAI,PT,SC
108,160604,56,PEDRO UCZAI,PT,SC
108,160604,54,PEDRO UCZAI,PT,SC
108,74102,49,PEDRO VALADARES,PP**,SE
108,74102,53,PEDRO VALADARES,DEM,SE
108,74102,51,PEDRO VALADARES,PSB,SE
108,74102,50,PEDRO VALADARES,PSB,SE
108,130279,37,PEDRO VERGARA,PSD,RS
108,130279,38,PEDRO VERGARA,PSD,RS
108,130279,36,PEDRO VERGARA,PSD,RS
108,3644,28,PEDRO VIANA,NA,BA
108,3644,27,PEDRO VIANA,NA,BA
108,131341,43,PEDRO VIDIGAL,ARENA,MG
108,131341,41,PEDRO VIDIGAL,PSD,MG
108,131341,42,PEDRO VIDIGAL,ARENA,MG
108,178844,55,PEDRO VILELA,PSDB,AL
108,204406,56,PEDRO WESTPHALEN,PP,RS
108,73673,50,PEDRO WILSON,PT,GO
108,73673,51,PEDRO WILSON,PT,GO
108,73673,53,PEDRO WILSON,PT,GO
108,74115,50,PEDRO YVES,PPB,SP
108,131105,42,PEDRO ZIMMERMANN,PSD,SC
108,131468,43,PEDROSO HORTA,MDB*,SP
109,131468,44,PEDROSO HORTA,MDB*,SP
109,131016,42,PEDROSO JÚNIOR,PTB,SP
109,131016,38,PEDROSO JÚNIOR,PTB,SP
109,131016,39,PEDROSO JÚNIOR,PTB,SP
109,131035,42,PEIXOTO DA SILVEIRA,PSD,GO
109,131749,46,PEIXOTO FILHO,PP**,RJ
109,131749,44,PEIXOTO FILHO,MDB*,RJ
109,131749,45,PEIXOTO FILHO,MDB*,RJ
109,2220,25,PENIDO FILHO,NA,MG
109,2220,26,PENIDO FILHO,NA,MG
109,80920,54,PENNA,PV,SP
109,80920,55,PENNA,PV,SP
109,2275,28,PENNAFORT CALDAS,NA,DF
109,2275,29,PENNAFORT CALDAS,NA,DF
109,4732,37,PENTEADO STEVENSON,NA,SP
109,141445,54,PEPE VARGAS,PT,RS
109,141445,55,PEPE VARGAS,PT,RS
109,141445,53,PEPE VARGAS,PT,RS
109,131135,42,PERACCHI BARCELLOS,PSD,RS
109,139341,48,PERCIVAL MUNIZ,PMDB,MT
109,2276,28,PEREIRA BRAGA,NA,DF
109,2276,29,PEREIRA BRAGA,NA,DF
109,2276,30,PEREIRA BRAGA,NA,DF
109,4719,37,PEREIRA CARNEIRO,NA,GB
109,4719,36,PEREIRA CARNEIRO,NA,GB
109,130876,41,PEREIRA DA SILVA,PSD,AM
109,130876,39,PEREIRA DA SILVA,PSD,AM
109,130876,38,PEREIRA DA SILVA,PSD,AM
109,130876,40,PEREIRA DA SILVA,PSD,AM
109,4387,34,PEREIRA DE CARVALHO,NA,PB
109,1735,27,PEREIRA DE LIRA,NA,PE
109,1735,25,PEREIRA DE LIRA,NA,PE
109,1735,31,PEREIRA DE LIRA,NA,PE
109,1735,28,PEREIRA DE LIRA,NA,PE
109,1735,26,PEREIRA DE LIRA,NA,PE
109,1735,24,PEREIRA DE LYRA,NA,PE
109,4176,29,PEREIRA DE OLIVEIRA,NA,SC
109,2632,35,PEREIRA DE REZENDE,NA,SP
109,2632,34,PEREIRA DE REZENDE,NA,SP
109,130459,38,PEREIRA DE SOUZA,PSD,SP
109,130459,39,PEREIRA DE SOUZA,PSD,SP
109,130532,40,PEREIRA DINIZ,PL*,PB
109,130532,39,PEREIRA DINIZ,PL*,PB
109,2001,24,PEREIRA DOS SANTOS,NA,RJ
109,2001,25,PEREIRA DOS SANTOS,NA,RJ
109,2594,33,PEREIRA JUNIOR,NA,MA
109,2659,35,PEREIRA JUNIOR,NA,MG
109,4333,32,PEREIRA LEITE,NA,MT
109,4333,30,PEREIRA LEITE,NA,MT
109,4333,33,PEREIRA LEITE,NA,MT
109,4333,31,PEREIRA LEITE,NA,MT
109,2090,27,PEREIRA LIMA,NA,RJ
109,130533,40,PEREIRA LIMA,UDN,SP
109,2090,25,PEREIRA LIMA,NA,RJ
109,2090,26,PEREIRA LIMA,NA,RJ
109,130533,39,PEREIRA LIMA,UDN,SP
109,130533,37,PEREIRA LIMA,NA,SP
109,4789,37,PEREIRA LIRA,PP**,PB
109,4789,36,PEREIRA LIRA,PP**,PB
109,131496,42,PEREIRA LOPES,UDN,SP
109,131496,39,PEREIRA LOPES,UDN,SP
109,131496,41,PEREIRA LOPES,UDN,SP
109,131496,43,PEREIRA LOPES,ARENA,SP
109,131496,44,PEREIRA LOPES,ARENA,SP
109,131288,43,PEREIRA LÚCIO,ARENA,AL
109,131288,42,PEREIRA LÚCIO,ARENA,AL
109,4871,38,PEREIRA MENDES,PSD,MT
109,130178,34,PEREIRA MOACIR,NA,BA
109,130178,35,PEREIRA MOACIR,NA,BA
109,130178,33,PEREIRA MOACIR,NA,BA
109,4114,27,PEREIRA NUNES,NA,RJ
109,4114,29,PEREIRA NUNES,NA,RJ
109,130884,41,PEREIRA NUNES,PSP,RJ
109,4114,30,PEREIRA NUNES,NA,RJ
109,4114,28,PEREIRA NUNES,NA,RJ
109,130884,42,PEREIRA NUNES,PSP,RJ
109,4176,31,PEREIRA OLIVEIRA,NA,SC
109,131171,43,PEREIRA PINTO,MDB*,RJ
109,130879,41,PEREIRA PINTO,UDN,RJ
109,2079,26,PEREIRA REIS,NA,RN
109,2079,27,PEREIRA REIS,NA,RN
109,2079,25,PEREIRA REIS,NA,RN
109,4273,29,PEREIRA TEIXEIRA,NA,BA
109,4273,32,PEREIRA TEIXEIRA,NA,BA
109,4273,30,PEREIRA TEIXEIRA,NA,BA
109,131791,46,PÉRICLES GONCALVES,PP**,RJ
109,4902,38,PÉRICLES PINTO,PR,MG
109,130912,40,PERILO TEIXEIRA,UDN,CE
109,130912,42,PERILO TEIXEIRA,UDN,CE
109,73943,53,PERPÉTUA ALMEIDA,PCdoB,AC
109,73943,54,PERPÉTUA ALMEIDA,PCdoB,AC
109,73943,52,PERPÉTUA ALMEIDA,PCdoB,AC
109,73943,56,PERPÉTUA ALMEIDA,PCdoB,AC
109,3079,39,PESSOA DE ARAÚJO,UDN,CE
109,130193,34,PESSOA DE QUEIRÓS,NA,PE
109,130193,32,PESSOA DE QUEIRÓS,NA,PE
109,130193,35,PESSOA DE QUEIRÓS,NA,PE
109,130193,33,PESSOA DE QUEIRÓS,NA,PE
109,3848,25,PESSOA DE VASCONCELOS,NA,ES
109,131345,43,PETRONILO SANTA CRUZ,MDB*,PE
110,131345,41,PETRONILO SANTA CRUZ,MDB*,PE
110,131106,41,PETRÔNIO FERNAL,PTB,PR
110,131106,42,PETRÔNIO FERNAL,PTB,PR
110,131612,44,PETRÔNIO FIGUEIREDO,MDB*,PB
110,131612,45,PETRÔNIO FIGUEIREDO,MDB*,PB
110,131612,43,PETRÔNIO FIGUEIREDO,MDB*,PB
110,131107,39,PHILADELPHO GARCIA,PSD,MT
110,131107,42,PHILADELPHO GARCIA,PSD,MT
110,131107,40,PHILADELPHO GARCIA,PSD,MT
110,131107,41,PHILADELPHO GARCIA,PSD,MT
110,74756,51,PHILEMON RODRIGUES,PL*,MG
110,74756,49,PHILEMON RODRIGUES,PTB,MG
110,74756,52,PHILEMON RODRIGUES,PTB,PB
110,74756,50,PHILEMON RODRIGUES,PTB,MG
110,74589,51,PIMENTA DA VEIGA,PSDB,MG
110,74589,47,PIMENTA DA VEIGA,PMDB,MG
110,74589,48,PIMENTA DA VEIGA,PMDB,MG
110,130798,41,PIMENTA DA VEIGA,PSD,MG
110,74589,46,PIMENTA DA VEIGA,MDB*,MG
110,74303,51,PIMENTEL GOMES,PPS,CE
110,74303,50,PIMENTEL GOMES,PPS,CE
110,73635,49,PINGA FOGO DE OLIVEIRA,PDT,PR
110,204524,56,PINHEIRINHO,PP,MG
110,131081,42,PINHEIRO BRISOLLA,PSP,SP
110,4471,35,PINHEIRO CHAGAS,NA,MG
110,131339,42,PINHEIRO CHAGAS,PSD,MG
110,131339,40,PINHEIRO CHAGAS,PSD,MG
110,131339,41,PINHEIRO CHAGAS,PSD,MG
110,131339,43,PINHEIRO CHAGAS,ARENA,MG
110,131339,39,PINHEIRO CHAGAS,PSD,MG
110,4514,24,PINHEIRO JUNIOR,NA,ES
110,4514,34,PINHEIRO JÚNIOR,NA,ES
110,4514,25,PINHEIRO JÚNIOR,NA,ES
110,4514,32,PINHEIRO JÚNIOR,NA,ES
110,4514,33,PINHEIRO JÚNIOR,NA,ES
110,4514,35,PINHEIRO JÚNIOR,NA,ES
110,74304,51,PINHEIRO LANDIM,PSL,CE
110,74304,52,PINHEIRO LANDIM,S.PART.,CE
110,74304,50,PINHEIRO LANDIM,PMDB,CE
110,74304,49,PINHEIRO LANDIM,PMDB,CE
110,2836,36,PINHEIRO LIMA,NA,SP
110,131750,45,PINHEIRO MACHADO,ARENA,PI
110,3019,38,PINHEIRO MACHADO,PSD,PR
110,131750,46,PINHEIRO MACHADO,PP**,PI
110,131750,44,PINHEIRO MACHADO,ARENA,PI
110,4310,24,PINTO DA ROCHA,NA,RS
110,4310,33,PINTO DA ROCHA,NA,RS
110,4310,25,PINTO DA ROCHA,NA,RS
110,2117,27,PINTO DANTAS,NA,BA
110,2117,37,PINTO DANTAS,NA,BA
110,2117,26,PINTO DANTAS,NA,BA
110,179384,54,PINTO DE LUNA,PT,AL
110,141465,53,PINTO ITAMARATY,PSDB,MA
110,141465,54,PINTO ITAMARATY,PSDB,MA
110,2330,29,PIRES DE CARVALHO,NA,BA
110,4518,35,PIRES DE CARVALHO,NA,PI
110,2330,30,PIRES DE CARVALHO,NA,BA
110,2330,31,PIRES DE CARVALHO,NA,BA
110,2769,36,PIRES DE GAIOSO,PNS,PI
110,4348,33,PIRES DO RIO,NA,SP
110,2769,37,PIRES GAIOSO,PNS,PI
110,2495,31,PIRES REBELO,NA,PI
110,2495,32,PIRES REBELO,NA,PI
110,131445,43,PIRES SABÓIA,ARENA,MA
110,131445,44,PIRES SABÓIA,ARENA,MA
110,130484,39,PLÁCIDO OLÍMPIO,UDN,SC
110,130676,40,PLÁCIDO ROCHA,PSP,SP
110,139342,47,PLÍNIO ARRUDA SAMPAIO,PT,SP
110,139342,42,PLÍNIO ARRUDA SAMPAIO,NA,SP
110,139342,48,PLÍNIO ARRUDA SAMPAIO,PT,SP
110,4903,38,PLÍNIO BARRETO,UDN,SP
110,2009,24,PLÍNIO CASADO,NA,RS
110,2009,34,PLÍNIO CASADO,NA,RS
110,2009,33,PLÍNIO CASADO,NA,RS
110,2009,35,PLÍNIO CASADO,NA,RS
110,130485,38,PLÍNIO CAVALCANTI,PSD,SP
110,130485,39,PLÍNIO CAVALCANTI,PTB,SP
110,3075,39,PLÍNIO COELHO,PTB,AM
110,4634,36,PLINIO CORREIA DE OLIVEIRA,NA,SP
110,2268,28,PLINIO COSTA,NA,BA
110,131108,42,PLÍNIO COSTA,PSD,PR
110,4369,33,PLÍNIO DE GODÓI,NA,SP
110,130646,40,PLÍNIO DE MELLO,PSB,SP
110,3091,39,PLÍNIO GAYER,PSD,GO
110,131346,42,PLÍNIO LEMOS,ARENA,PB
110,131346,38,PLÍNIO LEMOS,UDN,PB
110,131346,40,PLÍNIO LEMOS,PL*,PB
110,131346,39,PLÍNIO LEMOS,PL*,PB
110,131346,41,PLÍNIO LEMOS,PL*,PB
110,131346,43,PLÍNIO LEMOS,ARENA,PB
110,130216,34,PLÍNIO MARQUES,NA,PR
110,130216,32,PLÍNIO MARQUES,NA,PR
110,130216,35,PLÍNIO MARQUES,NA,PR
110,130216,33,PLÍNIO MARQUES,NA,PR
110,1536,47,PLÍNIO MARTINS,PMDB,MS
110,1536,48,PLÍNIO MARTINS,PSDB,MS
110,4831,37,PLÍNIO POMPEU,UDN,CE
110,130677,40,PLÍNIO RIBEIRO,PSD,MG
110,131477,42,PLÍNIO SALGADO,ARENA,SP
110,131477,41,PLÍNIO SALGADO,PRP,SP
111,131477,43,PLÍNIO SALGADO,ARENA,SP
111,131477,44,PLÍNIO SALGADO,ARENA,SP
111,4830,36,PLÍNIO TOURINHO,NA,PR
111,4830,37,PLÍNIO TOURINHO,PSN,PR
111,172711,54,PLÍNIO VALÉRIO,PSDB,AM
111,162174,54,POLICARPO,PT,DF
111,162174,55,POLICARPO,PT,DF
111,4832,37,POLICARPO VIOTTI,PRM,MG
111,4832,36,POLICARPO VIOTTI,PRM,MG
111,204529,56,POLICIAL KATIA SASTRE,PL,SP
111,195997,55,POLLYANA GAMA,PPS,SP
111,73486,56,POMPEO DE MATTOS,PDT,RS
111,73486,52,POMPEO DE MATTOS,PDT,RS
111,73486,55,POMPEO DE MATTOS,PDT,RS
111,73486,53,POMPEO DE MATTOS,PDT,RS
111,73486,51,POMPEO DE MATTOS,PDT,RS
111,131003,38,PONCE DE ARRUDA,PSD,MT
111,131003,40,PONCE DE ARRUDA,PSD,MT
111,131003,42,PONCE DE ARRUDA,PSD,MT
111,131003,39,PONCE DE ARRUDA,PSD,MT
111,2445,30,PONCE DE LEON,NA,RJ
111,1914,24,PONCE DE LEON,NA,RJ
111,130678,39,PONCIANO DOS SANTOS,NA,ES
111,130678,40,PONCIANO DOS SANTOS,PRP,ES
111,130618,39,PONTES VIEIRA,PSD,PE
111,130618,40,PONTES VIEIRA,PSD,PE
111,4595,36,PONTES VIEIRA,PSD,CE
111,2308,28,PORTO SOBRINHO,NA,RJ
111,2308,29,PORTO SOBRINHO,NA,RJ
111,130626,40,PORTUGAL TAVARES,UDN,PR
111,3930,24,POSSIDONIO DA CUNHA,NA,RS
111,160601,55,PR. MARCO FELICIANO,PODE,SP
111,160601,56,PR. MARCO FELICIANO,PODE,SP
111,130650,36,PRADO KELLY,UDN,RJ
111,130650,38,PRADO KELLY,UDN,RJ
111,130650,40,PRADO KELLY,UDN,RJ
111,130650,37,PRADO KELLY,UDN,RJ
111,130179,32,PRADO LOPES,NA,MG
111,130179,34,PRADO LOPES,NA,MG
111,130179,29,PRADO LOPES,NA,MG
111,130179,31,PRADO LOPES,NA,MG
